fecha ;hora;temperatura;Humedad Relativa;PresionAtmosferica;RadiacionSolar;Velocidad;Potencia
1/1/2016;17:02:07;29.235;66.346;1013.86;580.681;0.164;-398.398
1/1/2016;17:03:07;29.251;67.034;1013.83;782.582;0.203;-398.448
1/1/2016;17:04:07;29.265;66.982;1013.83;1.062.669;0.203;-398.408
1/1/2016;17:05:07;29.308;66.583;1013.83;576.174;0.617;-398.433
1/1/2016;17:06:07;29.301;66.4;1013.83;1.101.273;0.234;-398.413
1/1/2016;17:07:07;29.262;66.994;1013.83;838.895;0.234;-398.462
1/1/2016;17:08:07;29.291;66.673;1013.83;805.305;0;-398.623
1/1/2016;17:09:07;29.331;66.604;1013.83;922.227;0.047;-398.537
1/1/2016;17:10:07;29.391;66.46;1013.83;1.097.279;0.336;-398.648
1/1/2016;17:11:07;29.421;66.04;1013.83;1.189.856;0.445;-398.556
1/1/2016;17:12:07;29.394;65.539;1013.83;1.202.307;0.172;-398.602
1/1/2016;17:13:07;29.351;65.818;1013.83;677.356;0.125;-398.618
1/1/2016;17:14:07;29.282;66.107;1013.82;650.595;0.008;-398.592
1/1/2016;17:15:07;29.256;66.5;1013.82;720.536;0.57;-39.861
1/1/2016;17:16:07;29.237;66.489;1013.82;561.415;0.156;-398.645
1/1/2016;17:17:07;29.224;67.198;1013.82;649.745;0.172;-398.752
1/1/2016;17:18:07;29.27;66.756;1013.82;625.268;0;-398.789
1/1/2016;17:19:07;29.347;66.68;1013.82;709.293;0;-398.698
1/1/2016;17:20:07;29.426;66.677;1013.82;880.956;1.078;-398.624
1/1/2016;17:21:07;29.492;66.674;1013.82;640.509;0.617;-39.869
1/1/2016;17:22:07;29.5;66.726;1013.82;444.695;1.398;-398.672
1/1/2016;17:23:07;29.399;66.56;1013.82;467.705;0.281;-398.679
1/1/2016;17:24:07;29.347;67.24;1013.82;550.158;0.711;-398.691
1/1/2016;17:25:07;29.317;66.884;1013.82;440.291;0.203;-398.689
1/1/2016;17:26:07;29.311;67.504;1013.82;462.634;0.086;-398.707
1/1/2016;17:27:07;29.382;66.725;1013.82;568.125;0.008;-398.685
1/1/2016;17:28:07;29.453;66.128;1013.82;743.615;0;-398.709
1/1/2016;17:29:07;29.553;65.897;1013.82;501.062;0;-39.877
1/1/2016;17:30:07;29.69;65.608;1013.82;504.496;0.094;-398.808
1/1/2016;17:31:07;29.791;64.442;1013.82;500.439;0.562;-398.746
1/1/2016;17:32:07;29.652;64.99;1013.82;514.5;0.094;-398.771
1/1/2016;17:33:07;29.534;65.354;1013.82;764.626;0;-398.799
1/1/2016;17:34:07;29.469;65.602;1013.82;1035.93;0;-398.926
1/1/2016;17:35:07;29.479;65.036;1013.82;1.189.024;0;-39.89
1/1/2016;17:36:07;29.55;65.622;1013.79;1.226.511;0;-398.902
1/1/2016;17:37:07;29.641;64.796;1013.79;1.192.492;0;-398.782
1/1/2016;17:38:07;29.714;64.426;1013.79;1.146.746;0;-398.936
1/1/2016;17:39:07;29.779;64.248;1013.79;784.452;0;-398.901
1/1/2016;17:40:07;29.861;64.041;1013.79;827.419;0;-398.908
1/1/2016;17:41:07;29.941;63.498;1013.79;501.836;0.195;-398.865
1/1/2016;17:42:07;29.992;63.314;1013.79;1192.16;0.414;-398.877
1/1/2016;17:43:07;30.023;63.167;1013.79;1.076.303;0.078;-398.951
1/1/2016;17:44:07;30.067;63.481;1013.79;390.491;0;-398.812
1/1/2016;17:45:07;30.177;63.275;1013.79;479.71;0;-39.888
1/1/2016;17:46:07;30.327;62.86;1013.79;1.146.338;0;-398.832
1/1/2016;17:47:07;30.423;62.333;1013.79;751.125;0;-398.915
1/1/2016;17:48:07;30.491;61.778;1013.79;994.571;0.18;-398.876
1/1/2016;17:49:07;30.466;62.129;1013.79;1.069.117;0.008;-398.836
1/1/2016;17:50:07;30.422;61.454;1013.79;1.088.815;0;-398.999
1/1/2016;17:51:07;30.389;62.344;1013.79;1.089.099;0.305;-398.986
1/1/2016;17:52:07;30.531;62.038;1013.79;1.101.208;0.117;-398.973
1/1/2016;17:53:07;30.681;60.907;1013.79;1.102.493;0;-398.887
1/1/2016;17:54:07;30.721;60.88;1013.79;1.092.945;0.102;-398.893
1/1/2016;17:55:07;30.661;60.46;1013.79;1.070.376;0.164;-399.084
1/1/2016;17:56:07;30.415;61.583;1013.79;1.048.682;0.031;-399.034
1/1/2016;17:57:07;30.346;61.875;1013.79;1.041.773;1.031;-399.007
1/1/2016;17:58:07;30.326;62.142;1013.78;1.037.517;1.18;-398.863
1/1/2016;17:59:07;30.393;61.64;1013.78;1.062.722;1.047;-399.034
1/1/2016;18:00:07;30.453;61.091;1013.78;1.077.843;0.758;-399.136
1/1/2016;18:01:07;30.481;61.289;1013.78;1.082.176;1.234;-399.052
1/1/2016;18:02:07;30.469;60.398;1013.78;1070.01;1.617;-399.025
1/1/2016;18:03:07;30.307;61.303;1013.78;1.090.528;0.172;-39.902
1/1/2016;18:04:07;30.274;61.497;1013.78;1.053.173;1.555;-398.989
1/1/2016;18:05:07;30.295;62.331;1013.78;1.108.258;0.602;-398.974
1/1/2016;18:06:07;30.369;61.883;1013.78;1.009.412;1.211;-398.981
1/1/2016;18:07:07;30.413;61.585;1013.78;1.062.773;0.078;-398.994
1/1/2016;18:08:07;30.46;61.417;1013.78;1159.31;0;-398.991
1/1/2016;18:09:07;30.632;61.066;1013.78;1.138.366;0.008;-398.952
1/1/2016;18:10:07;30.704;60.464;1013.78;565.815;0.086;-398.949
1/1/2016;18:11:07;30.671;59.996;1013.78;423.319;0.039;-398.988
1/1/2016;18:12:07;30.494;60.404;1013.78;605.474;0.258;-399.086
1/1/2016;18:13:07;30.416;60.985;1013.78;616.359;0.164;-398.977
1/1/2016;18:14:07;30.358;61.302;1013.78;883.282;0.031;-399.032
1/1/2016;18:15:07;30.506;61.169;1013.78;821.87;0.211;-399.072
1/1/2016;18:16:07;30.653;60.605;1013.78;986.895;0.188;-399.082
1/1/2016;18:17:07;30.7;60.372;1013.78;825.089;0;-399.106
1/1/2016;18:18:07;30.703;60.63;1013.78;870.236;0.102;-399.055
1/1/2016;18:19:07;30.793;59.958;1013.78;843.721;0;-399.151
1/1/2016;18:20:07;30.842;59.982;1013.76;807.853;0.391;-399.039
1/1/2016;18:21:07;30.756;59.699;1013.76;754.61;0.438;-399.072
1/1/2016;18:22:07;30.654;60.055;1013.76;752.351;0;-399.141
1/1/2016;18:23:07;30.715;60.423;1013.76;863.098;0.312;-399.145
1/1/2016;18:24:07;30.751;60.188;1013.76;897.21;1.391;-399.134
1/1/2016;18:25:07;30.662;60.784;1013.76;961.651;0.672;-399.059
1/1/2016;18:26:07;30.6;61.289;1013.76;949.351;0.094;-39.898
1/1/2016;18:27:07;30.664;61.144;1013.76;915.314;0.328;-399.088
1/1/2016;18:28:07;30.644;60.509;1013.76;962.488;0.031;-399.205
1/1/2016;18:29:07;30.582;60.943;1013.76;993.755;0;-399.015
1/1/2016;18:30:07;30.697;60.353;1013.76;1.036.321;0;-399.022
1/1/2016;18:31:07;30.683;60.345;1013.76;1.017.948;0.047;-399.054
1/1/2016;18:32:07;30.577;61.238;1013.76;1.068.131;0.508;-399.116
1/1/2016;18:33:07;30.519;60.99;1013.76;1.088.443;0.562;-39.908
1/1/2016;18:34:07;30.523;61.144;1013.76;1.082.831;2.219;-399.121
1/1/2016;18:35:07;30.657;60.461;1013.76;1062.01;1.773;-399.158
1/1/2016;18:36:07;30.694;60.328;1013.76;1.050.388;0.07;-398.989
1/1/2016;18:37:07;30.811;60.278;1013.76;1.033.265;0.703;-399.222
1/1/2016;18:38:07;30.947;59.766;1013.76;312.282;0.555;-39.915
1/1/2016;18:39:07;31.054;59.365;1013.76;704.739;0.164;-399.126
1/1/2016;18:40:07;30.974;59.451;1013.76;907.662;0.367;-399.351
1/1/2016;18:41:07;30.984;59.268;1013.76;853.435;0.086;-399.042
1/1/2016;18:42:07;30.988;59.164;1013.74;988.949;0;-399.184
1/1/2016;18:43:07;30.934;59.457;1013.74;1020.26;0;-399.253
1/1/2016;18:44:07;31.015;59.47;1013.74;1.024.852;0.094;-399.236
1/1/2016;18:45:07;31.06;59.451;1013.74;1.014.002;0;-399.164
1/1/2016;18:46:07;31.156;59.326;1013.74;1.061.902;0;-39.925
1/1/2016;18:47:07;31.309;58.642;1013.74;1.040.028;0;-399.161
1/1/2016;18:48:07;31.246;58.927;1013.74;1.070.431;0;-399.127
1/1/2016;18:49:07;31.139;58.883;1013.74;1.079.053;0.586;-399.174
1/1/2016;18:50:07;30.916;59.527;1013.74;1.073.505;0.094;-399.092
1/1/2016;18:51:07;30.861;60.056;1013.74;1.070.145;0.141;-399.165
1/1/2016;18:52:07;30.877;59.988;1013.74;1.057.108;0.234;-399.218
1/1/2016;18:53:07;30.883;60.208;1013.73;1.033.162;0;-399.171
1/1/2016;18:54:07;30.851;59.942;1013.73;1.051.454;0;-399.345
1/1/2016;18:55:07;30.876;59.889;1013.73;1.071.126;0;-399.256
1/1/2016;18:56:07;30.875;60.072;1013.73;1.093.298;0.008;-399.142
1/1/2016;18:57:07;30.896;60.296;1013.73;1.079.783;0.172;-39.916
1/1/2016;18:58:07;30.806;60.099;1013.73;1.039.275;0.141;-399.254
1/1/2016;18:59:07;30.684;60.982;1013.73;1.035.402;0.734;-399.297
1/1/2016;19:00:07;30.705;61.297;1013.73;1.012.588;0.523;-39.923
1/1/2016;19:01:07;30.764;60.727;1013.73;1.023.264;1.531;-39.933
1/1/2016;19:02:07;30.719;61.36;1013.73;1.009.804;0.508;-399.272
1/1/2016;19:03:07;30.831;61.255;1013.73;1.009.084;0.875;-399.295
1/1/2016;19:04:07;30.88;60.415;1013.73;1.001.898;0.945;-399.319
1/1/2016;19:05:07;30.781;60.773;1013.73;965.813;1.234;-399.269
1/1/2016;19:06:07;30.694;61.029;1013.73;960.997;0.719;-399.226
1/1/2016;19:07:07;30.611;61.134;1013.73;957.415;0.547;-39.927
1/1/2016;19:08:07;30.617;61.533;1013.73;956.366;0.438;-399.209
1/1/2016;19:09:07;30.625;61.269;1013.73;954.58;0.32;-39.923
1/1/2016;19:10:07;30.675;61.181;1013.73;949.275;0.586;-399.286
1/1/2016;19:11:07;30.699;61.536;1013.73;960.733;0.203;-39.925
1/1/2016;19:12:07;30.753;61.159;1013.73;962.854;0.211;-399.325
1/1/2016;19:13:07;30.799;60.615;1013.73;965.3;0;-39.93
1/1/2016;19:14:07;30.891;60.708;1013.73;964.451;0;-399.238
1/1/2016;19:15:07;31.055;60.469;1013.73;967.484;0;-399.245
1/1/2016;19:16:07;31.197;59.871;1013.73;969.35;0.586;-399.237
1/1/2016;19:17:07;31.167;59.734;1013.73;973.407;0;-399.269
1/1/2016;19:18:07;31.114;59.711;1013.73;973.12;0.023;-399.234
1/1/2016;19:19:07;31.096;60.118;1013.73;972.935;0;-399.318
1/1/2016;19:20:07;31.144;59.806;1013.73;971.984;0;-399.383
1/1/2016;19:21:07;31.178;59.575;1013.73;967.543;0.18;-399.344
1/1/2016;19:22:07;31.223;59.578;1013.73;952.117;0.156;-399.324
1/1/2016;19:23:07;31.194;59.916;1013.73;949.767;0.156;-399.418
1/1/2016;19:24:07;31.223;60.177;1013.73;943.148;0;-399.328
1/1/2016;19:25:07;31.316;59.504;1013.73;953.418;0.172;-399.353
1/1/2016;19:26:07;31.372;59.289;1013.72;960.006;0.078;-399.412
1/1/2016;19:27:07;31.403;59.531;1013.72;971.66;0.047;-399.405
1/1/2016;19:28:07;31.476;59.512;1013.72;961.216;0.141;-399.346
1/1/2016;19:29:07;31.552;59.601;1013.72;939.954;0.125;-399.294
1/1/2016;19:30:07;31.598;59.26;1013.72;934.48;0.008;-399.175
1/1/2016;19:31:07;31.649;59.124;1013.72;962.39;0.797;-399.308
1/1/2016;19:32:07;31.623;58.991;1013.72;964.918;1.352;-399.352
1/1/2016;19:33:07;31.559;59.468;1013.72;957.191;0.57;-399.368
1/1/2016;19:34:07;31.543;59.334;1013.72;952.495;1.141;-399.317
1/1/2016;19:35:07;31.492;59.373;1013.72;945.243;0.891;-399.349
1/1/2016;19:36:07;31.423;59.597;1013.72;933.991;0.305;-399.336
1/1/2016;19:37:07;31.34;60.058;1013.70;933.087;0.195;-399.381
1/1/2016;19:38:07;31.408;60.628;1013.70;937.758;0.164;-399.316
1/1/2016;19:39:07;31.473;59.612;1013.70;933.022;0.719;-399.427
1/1/2016;19:40:07;31.441;59.231;1013.70;926.813;0.43;-399.357
1/1/2016;19:41:07;31.271;59.521;1013.70;915.252;0.219;-399.346
1/1/2016;19:42:07;31.163;60.251;1013.70;902.67;0.367;-399.402
1/1/2016;19:43:07;31.151;60.402;1013.70;887.744;0.148;-399.481
1/1/2016;19:44:07;31.152;60.593;1013.70;888.359;0.18;-399.439
1/1/2016;19:45:07;31.155;60.283;1013.70;893.305;1.359;-399.423
1/1/2016;19:46:07;30.999;60.764;1013.70;894.295;1.648;-399.498
1/1/2016;19:47:07;30.869;61.525;1013.70;895.195;1.844;-399.435
1/1/2016;19:48:07;30.85;61.602;1013.69;895.631;0.281;-399.412
1/1/2016;19:49:07;30.913;61.659;1013.69;884.795;0.047;-399.545
1/1/2016;19:50:07;30.996;61.445;1013.69;883.492;1.43;-39.938
1/1/2016;19:51:07;31.065;61.309;1013.69;878.333;1.281;-399.423
1/1/2016;19:52:07;31.187;60.983;1013.69;873.439;1.328;-399.357
1/1/2016;19:53:07;31.204;60.521;1013.69;875.278;1.477;-399.368
1/1/2016;19:54:07;31.139;60.882;1013.69;879.349;0.523;-399.392
1/1/2016;19:55:07;31.099;60.754;1013.69;881.182;0.867;-399.398
1/1/2016;19:56:07;31.068;61.117;1013.69;873.688;0.289;-399.453
1/1/2016;19:57:07;31.109;61.238;1013.69;880.501;0.422;-399.385
1/1/2016;19:58:07;31.162;60.757;1013.69;885.149;1.359;-399.363
1/1/2016;19:59:07;31.182;60.839;1013.69;884.705;0.789;-399.422
1/1/2016;20:00:08;31.191;60.603;1013.69;878.549;0.227;-379.265
1/1/2016;20:01:07;31.177;60.783;1013.69;876.433;0.047;-389.693
1/1/2016;20:02:07;31.185;60.592;1013.69;876.987;0;-394.507
1/1/2016;20:03:07;31.124;60.761;1013.69;879.606;0.336;-396.724
1/1/2016;20:04:07;31.037;60.963;1013.69;892.869;1.352;-39.746
1/1/2016;20:05:07;30.968;61.207;1013.69;856.318;0.453;-397.949
1/1/2016;20:06:07;30.887;61.598;1013.69;837.532;0.617;-398.139
1/1/2016;20:07:07;30.828;61.892;1013.69;814.285;1.32;-398.186
1/1/2016;20:08:07;30.856;61.591;1013.69;834.823;2.047;-398.321
1/1/2016;20:09:07;30.808;61.615;1013.69;840.007;1.125;-39.839
1/1/2016;20:10:07;30.78;61.809;1013.69;844.38;0.648;-398.476
1/1/2016;20:11:07;30.838;62.019;1013.69;844.615;1.109;-39.847
1/1/2016;20:12:07;30.92;61.635;1013.69;844.869;0.961;-39.841
1/1/2016;20:13:07;30.92;61.514;1013.69;844.075;1.312;-398.574
1/1/2016;20:14:07;30.828;62.24;1013.69;838.555;0.781;-398.507
1/1/2016;20:15:07;30.868;62.333;1013.69;835.906;2.266;-398.628
1/1/2016;20:16:07;30.883;61.955;1013.69;836.226;1;-398.624
1/1/2016;20:17:07;30.871;62.02;1013.69;837.484;0.383;-398.641
1/1/2016;20:18:07;30.899;62.171;1013.69;832.259;1.953;-398.604
1/1/2016;20:19:07;30.819;62.341;1013.69;826.166;2.125;-398.541
1/1/2016;20:20:07;30.607;62.748;1013.69;822.144;1.25;-398.648
1/1/2016;20:21:07;30.526;63.355;1013.69;817.784;0.281;-398.676
1/1/2016;20:22:07;30.6;63.337;1013.69;811.807;0.336;-398.677
1/1/2016;20:23:07;30.704;63.22;1013.69;814.963;1.344;-398.705
1/1/2016;20:24:07;30.759;62.697;1013.69;809.861;1.078;-398.732
1/1/2016;20:25:07;30.767;62.386;1013.69;810.926;1.469;-39.868
1/1/2016;20:26:07;30.794;62.438;1013.69;804.091;0.828;-398.786
1/1/2016;20:27:07;30.778;63.033;1013.69;805.699;1.062;-398.752
1/1/2016;20:28:07;30.78;63.131;1013.69;805.715;0.617;-398.798
1/1/2016;20:29:07;30.857;63.447;1013.69;804.64;0.195;-398.797
1/1/2016;20:30:07;30.986;62.984;1013.69;806.902;0.336;-398.859
1/1/2016;20:31:07;31.013;62.622;1013.69;806.586;0.148;-398.874
1/1/2016;20:32:07;31.107;62.642;1013.69;799.667;1.297;-398.896
1/1/2016;20:33:07;31.128;61.94;1013.69;804.596;0.898;-398.877
1/1/2016;20:34:07;31.11;62.112;1013.69;798.369;0.281;-398.883
1/1/2016;20:35:07;31.067;62.197;1013.69;792.417;0.367;-398.981
1/1/2016;20:36:07;31.062;62.13;1013.69;791.54;1.023;-398.968
1/1/2016;20:37:07;31.005;62.226;1013.69;790.811;0.117;-398.928
1/1/2016;20:38:07;30.945;62.749;1013.69;785.167;0.328;-398.952
1/1/2016;20:39:07;30.959;63.355;1013.69;786.917;1.375;-39.896
1/1/2016;20:40:07;30.95;63.757;1013.69;783.244;0.094;-39.886
1/1/2016;20:41:07;30.995;63.111;1013.69;780.385;1.469;-398.967
1/1/2016;20:42:07;30.978;63.018;1013.69;779.054;0.211;-39.897
1/1/2016;20:43:07;31.082;62.948;1013.69;773.636;0.438;-398.917
1/1/2016;20:44:07;31.152;61.87;1013.69;770.409;1.562;-398.892
1/1/2016;20:45:07;31.061;61.953;1013.69;767.262;0.359;-398.917
1/1/2016;20:46:07;31.062;62.376;1013.69;769.11;0.148;-398.971
1/1/2016;20:47:07;31.152;61.955;1013.69;767.306;1.43;-39.896
1/1/2016;20:48:07;31.21;62.008;1013.69;763.266;0.484;-399.107
1/1/2016;20:49:07;31.245;61.688;1013.69;752.811;0.047;-399.089
1/1/2016;20:50:07;31.26;61.842;1013.69;751.307;0.031;-399.163
1/1/2016;20:51:07;31.258;62.05;1013.69;749.893;0.094;-399.095
1/1/2016;20:52:07;31.272;62.075;1013.69;746.354;0.43;-399.152
1/1/2016;20:53:07;31.262;62.01;1013.69;738.955;0.555;-39.914
1/1/2016;20:54:07;31.257;62.12;1013.67;734.998;0.133;-399.096
1/1/2016;20:55:07;31.313;62.154;1013.67;734.411;0.172;-399.162
1/1/2016;20:56:06;31.286;62.152;1013.67;732.85;0.906;-398.989
1/1/2016;20:57:06;31.17;62.345;1013.67;699.785;0.656;-399.108
1/1/2016;20:58:06;31.11;63.087;1013.67;636.319;0.32;-399.192
1/1/2016;20:59:06;31.138;63.184;1013.67;627.465;0.039;-399.114
1/1/2016;21:00:07;31.164;63.406;1013.67;615.168;1.047;-399.083
1/1/2016;21:01:06;31.148;63.423;1013.67;651.55;0.617;-398.986
1/1/2016;21:02:06;31.149;63.648;1013.67;695.487;0.062;-399.017
1/1/2016;21:03:06;31.173;63.324;1013.67;702.127;0;-399.022
1/1/2016;21:04:06;31.205;63.312;1013.67;704.047;0.016;-399.075
1/1/2016;21:05:06;31.287;62.956;1013.67;702.543;0.008;-399.084
1/1/2016;21:06:06;31.359;62.967;1013.67;703.521;0;-399.078
1/1/2016;21:07:06;31.397;62.788;1013.67;697.817;0.031;-399.077
1/1/2016;21:08:06;31.442;62.218;1013.67;703.884;0;-399.098
1/1/2016;21:09:06;31.467;62.528;1013.67;698.776;0.133;-399.206
1/1/2016;21:10:06;31.446;62.966;1013.67;695.283;0.055;-399.196
1/1/2016;21:11:06;31.343;63.005;1013.67;692.003;0.578;-399.183
1/1/2016;21:12:06;31.326;63.016;1013.67;683.294;1.008;-399.068
1/1/2016;21:13:06;31.213;63.531;1013.67;679.686;1.086;-399.263
1/1/2016;21:14:06;31.135;64.43;1013.67;678.834;0;-399.141
1/1/2016;21:15:06;31.209;64.391;1013.67;671.168;0.008;-399.254
1/1/2016;21:16:06;31.259;64.243;1013.66;671.16;0.031;-399.331
1/1/2016;21:17:06;31.189;64.442;1013.66;662.489;0.305;-399.235
1/1/2016;21:18:06;31.093;65.101;1013.66;672.828;0.273;-399.309
1/1/2016;21:19:06;31.068;65.687;1013.66;630.213;0;-399.178
1/1/2016;21:20:06;31.134;65.416;1013.66;611.748;0;-399.255
1/1/2016;21:21:06;31.203;64.915;1013.66;636.834;0;-399.178
1/1/2016;21:22:06;31.246;64.598;1013.66;660.237;0.617;-399.218
1/1/2016;21:23:06;31.188;64.531;1013.66;670.596;1.648;-399.196
1/1/2016;21:24:06;31.043;65.235;1013.66;680.642;0.102;-399.168
1/1/2016;21:25:06;30.981;65.52;1013.66;680.711;0.719;-39.923
1/1/2016;21:26:06;30.991;65.228;1013.66;676.794;0.078;-399.229
1/1/2016;21:27:06;30.997;65.014;1013.66;677.19;1.188;-399.228
1/1/2016;21:28:06;30.933;65.215;1013.66;680.781;1.125;-399.237
1/1/2016;21:29:06;30.898;65.558;1013.66;689.372;0.367;-399.206
1/1/2016;21:30:06;30.928;65.243;1013.66;693.454;1.094;-399.277
1/1/2016;21:31:06;30.933;65.109;1013.66;696.063;0.188;-399.257
1/1/2016;21:32:06;30.956;65.001;1013.66;690.272;0.359;-39.93
1/1/2016;21:33:06;31.024;64.274;1013.66;690.078;1.281;-399.341
1/1/2016;21:34:06;30.975;64.551;1013.66;683.979;1.273;-399.333
1/1/2016;21:35:06;30.868;64.472;1013.66;682.064;1.945;-39.933
1/1/2016;21:36:06;30.765;64.973;1013.66;688.865;1.664;-399.341
1/1/2016;21:37:06;30.787;64.688;1013.66;689.19;0.844;-399.379
1/1/2016;21:38:06;30.819;64.724;1013.65;682.14;0.391;-399.304
1/1/2016;21:39:06;30.839;64.838;1013.65;670.494;0.625;-399.393
1/1/2016;21:40:06;30.774;65.569;1013.65;665.818;1.414;-399.393
1/1/2016;21:41:06;30.703;66.704;1013.65;657.299;1.828;-399.393
1/1/2016;21:42:06;30.644;67.194;1013.65;655.243;1.109;-399.405
1/1/2016;21:43:06;30.642;67.11;1013.65;661.361;1.789;-399.346
1/1/2016;21:44:06;30.666;67.156;1013.65;588.042;1.289;-399.316
1/1/2016;21:45:06;30.681;67.091;1013.65;448.078;2.156;-399.267
1/1/2016;21:46:06;30.629;67.314;1013.65;548.688;1.422;-39.932
1/1/2016;21:47:06;30.571;67.789;1013.65;341.53;1.617;-399.379
1/1/2016;21:48:06;30.533;67.821;1013.65;507.659;1.117;-399.275
1/1/2016;21:49:06;30.528;67.71;1013.64;613.657;1.656;-399.395
1/1/2016;21:50:06;30.503;67.487;1013.64;637.284;1.891;-399.315
1/1/2016;21:51:06;30.462;67.571;1013.64;625.58;1.367;-399.335
1/1/2016;21:52:06;30.47;67.66;1013.64;570.942;0.5;-39.935
1/1/2016;21:53:06;30.465;67.347;1013.64;501.009;2.172;-399.336
1/1/2016;21:54:06;30.419;67.244;1013.64;362.48;1.008;-399.412
1/1/2016;21:55:06;30.39;67.549;1013.64;310.608;0.242;-399.374
1/1/2016;21:56:06;30.408;67.849;1013.64;344.958;0.664;-399.413
1/1/2016;21:57:06;30.419;68.041;1013.64;335.315;0.742;-39.939
1/1/2016;21:58:06;30.432;68.28;1013.64;339.835;0.633;-399.448
1/1/2016;21:59:06;30.427;67.983;1013.64;294.019;1.234;-399.535
1/1/2016;22:00:07;30.438;67.417;1013.64;287.713;1.383;-399.496
1/1/2016;22:01:06;30.442;66.757;1013.64;297.294;0.828;-399.523
1/1/2016;22:02:06;30.424;66.834;1013.64;361.138;0.844;-399.382
1/1/2016;22:03:06;30.418;67.369;1013.64;424.091;1.141;-399.443
1/1/2016;22:04:06;30.393;67.745;1013.64;416.391;1.461;-399.492
1/1/2016;22:05:06;30.358;68.089;1013.64;358.128;0.602;-399.371
1/1/2016;22:06:06;30.333;68.209;1013.64;327.98;1.789;-399.475
1/1/2016;22:07:06;30.322;68.29;1013.64;315.136;0.266;-399.423
1/1/2016;22:08:06;30.346;68.271;1013.64;285.328;0.508;-399.446
1/1/2016;22:09:06;30.372;68.215;1013.64;305.323;1.305;-399.435
1/1/2016;22:10:06;30.39;68.177;1013.64;353.1;0.062;-399.366
1/1/2016;22:11:06;30.456;67.767;1013.63;374.307;0;-399.536
1/1/2016;22:12:06;30.525;67.598;1013.63;269.469;0.141;-399.328
1/1/2016;22:13:06;30.561;67.42;1013.63;231.414;0.977;-399.496
1/1/2016;22:14:06;30.546;67.367;1013.63;217.547;1.102;-399.538
1/1/2016;22:15:06;30.503;67.766;1013.63;204.8;0.766;-399.491
1/1/2016;22:16:06;30.475;68.244;1013.63;192.32;0.477;-399.442
1/1/2016;22:17:06;30.49;68.39;1013.63;177.305;0.82;-399.468
1/1/2016;22:18:06;30.481;68.707;1013.63;159.86;0.039;-399.503
1/1/2016;22:19:06;30.455;68.763;1013.63;139.447;0.586;-399.504
1/1/2016;22:20:07;30.417;69.252;1013.63;124.562;0.219;-39.957
1/1/2016;22:21:06;30.395;69.618;1013.63;113.617;1.297;-399.531
1/1/2016;22:22:06;30.366;70.113;1013.63;106.154;0.961;-399.597
1/1/2016;22:23:06;30.321;70.315;1013.63;101.445;1.711;-39.962
1/1/2016;22:24:06;30.274;70.982;1013.63;96.828;0.055;-399.578
1/1/2016;22:25:06;30.266;72.275;1013.63;91.083;0.953;-399.584
1/1/2016;22:26:06;30.196;74.128;1013.63;85.08;1.938;-399.479
1/1/2016;22:27:06;30.099;74.849;1013.63;79.389;1.961;-399.454
1/1/2016;22:28:06;30.036;75.141;1013.63;73.969;1.43;-39.957
1/1/2016;22:29:06;30.007;75.584;1013.63;69.387;1.57;-399.505
1/1/2016;22:30:07;29.942;76.172;1013.63;66.838;2.594;-399.501
1/1/2016;22:31:06;29.787;76.868;1013.63;63.441;1.977;-399.524
1/1/2016;22:32:06;29.713;77.44;1013.63;60.442;1.781;-399.505
1/1/2016;22:33:06;29.701;77.604;1013.63;57.872;1.57;-399.513
1/1/2016;22:34:06;29.672;77.742;1013.63;55.433;2.047;-399.646
1/1/2016;22:35:06;29.699;77.5;1013.63;53.531;0.609;-399.514
1/1/2016;22:36:06;29.739;77.314;1013.63;51.935;1.016;-39.956
1/1/2016;22:37:06;29.779;77.163;1013.63;49.493;1.703;-39.961
1/1/2016;22:38:06;29.758;77.237;1013.63;47.222;2.547;-399.578
1/1/2016;22:39:06;29.684;77.553;1013.63;45.058;1.648;-399.642
1/1/2016;22:40:07;29.63;77.962;1013.63;43.013;1.82;-399.594
1/1/2016;22:41:06;29.582;78.364;1013.63;41.493;1.68;-399.624
1/1/2016;22:42:06;29.567;78.672;1013.63;40.404;0.984;-39.97
1/1/2016;22:43:06;29.561;78.621;1013.63;39.148;2.336;-399.617
1/1/2016;22:44:06;29.459;79.041;1013.63;37.927;1.82;-399.591
1/1/2016;22:45:06;29.458;79.456;1013.63;36.966;1.812;-399.563
1/1/2016;22:46:06;29.447;79.481;1013.63;35.873;1.992;-39.97
1/1/2016;22:47:06;29.396;80.066;1013.63;35.019;0.648;-399.526
1/1/2016;22:48:06;29.437;80.083;1013.63;34.28;1.055;-39.961
1/1/2016;22:49:06;29.467;79.675;1013.63;32.909;1.859;-399.455
1/1/2016;22:50:07;29.432;79.413;1013.63;32.014;1.516;-399.543
1/1/2016;22:51:06;29.408;79.754;1013.63;31.562;0.461;-399.637
1/1/2016;22:52:06;29.393;79.987;1013.63;31.889;0.867;-399.569
1/1/2016;22:53:06;29.363;79.919;1013.63;31.663;1.586;-399.662
1/1/2016;22:54:06;29.272;80.267;1013.63;31.444;2.523;-399.581
1/1/2016;22:55:06;29.215;80.782;1013.63;31.749;2.344;-399.668
1/1/2016;22:56:06;29.173;81.05;1013.63;32.537;1.664;-399.568
1/1/2016;22:57:06;29.134;81.297;1013.63;33.377;1.836;-399.598
1/1/2016;22:58:06;29.103;81.2;1013.63;34.766;2.094;-399.674
